widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,Mr.,5.0,2.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,2,26
2,Chief,3.0,1.0,1.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,1,12
3,Justice,6.0,2.0,1.0,NNP,root,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,1,40
4,",",,,,",",,,,,,,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,,
5,Mr.,5.0,2.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,2,26
6,Vice,3.0,1.0,1.0,NNP,compound,2.0,2.0,2.0,2.0,-1.0,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,1,15
7,President,9.0,3.0,2.0,NNP,appos,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,1,47
8,",",,,,",",,,,,,,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,,
9,my,2.0,1.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,4,93
10,friends,6.0,1.0,1.0,NNS,appos,1.0,1.0,1.0,1.0,0.0,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,1,25
11,:,,,,:,,,,,,,1,"Mr. Chief Justice , Mr. Vice President , my friends :",0,0,,
1,You,2.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,1,115
2,will,3.0,1.0,1.0,MD,aux,4.0,4.0,3.0,4.0,-2.75,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,7,330
3,understand,9.0,3.0,2.0,VB,root,2.0,2.0,2.0,2.0,-1.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,1,9
4,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,23,1549
5,",",,,,",",,,,,,,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,,
6,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,4,213
7,believe,5.0,2.0,1.0,VBP,dep,2.0,2.0,2.0,2.0,-1.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,1,41
8,",",,,,",",,,,,,,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,,
9,agree,4.0,2.0,1.0,VBP,dep,2.0,2.0,2.0,2.0,-1.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,1,5
10,with,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,6,225
11,my,2.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,4,93
12,wish,3.0,1.0,1.0,NN,nmod:with,2.0,2.0,2.0,2.0,-1.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,1,5
13,that,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,14,640
14,the,2.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,27,2261
15,form,4.0,1.0,1.0,NN,nsubj,4.0,4.0,4.0,4.0,-3.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,1,8
16,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,26,1691
17,this,3.0,1.0,1.0,DT,det,5.0,5.0,4.0,5.0,-3.75,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,2,323
18,inauguration,10.0,5.0,2.0,NN,nmod:of,3.0,3.0,3.0,3.0,-2.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,1,7
19,be,2.0,1.0,1.0,VB,cop,4.0,4.0,3.0,4.0,-2.75,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,6,280
20,simple,6.0,2.0,1.0,JJ,ccomp,2.0,2.0,2.0,2.0,-1.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,2,14
21,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,23,1549
22,its,3.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,1,110
23,words,4.0,1.0,1.0,NNS,dep,2.0,2.0,2.0,2.0,-1.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,1,26
24,brief,4.0,1.0,1.0,JJ,ccomp,1.0,1.0,1.0,1.0,0.0,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,1,1
25,.,,,,.,,,,,,,2,"You will understand and , I believe , agree with my wish that the form of this inauguration be simple and its words brief .",8,8,,
1,We,2.0,1.0,1.0,PRP,dep,6.0,6.0,5.0,6.0,-4.75,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,26,1021
2,Americans,9.0,4.0,1.0,NNS,nsubj,4.0,4.0,4.0,4.0,-3.0,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,1,65
3,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,26,1691
4,today,4.0,2.0,1.0,NN,nmod:of,3.0,3.0,3.0,3.0,-2.0,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,4,83
5,",",,,,",",,,,,,,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,,
6,together,6.0,3.0,1.0,RB,case,3.0,3.0,3.0,3.0,-2.0,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,1,61
7,with,3.0,1.0,1.0,IN,mwe,4.0,4.0,3.0,4.0,-2.75,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,6,225
8,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,14,904
9,allies,4.0,2.0,1.0,NNS,acl:relcl,2.0,2.0,2.0,2.0,-1.0,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,1,8
10,",",,,,",",,,,,,,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,,
11,are,2.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,2,310
12,passing,5.0,2.0,1.0,VBG,root,2.0,2.0,2.0,2.0,-1.0,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,1,4
13,through,3.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,2,39
14,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,13,789
15,period,6.0,3.0,1.0,NN,nmod:through,2.0,2.0,2.0,2.0,-1.0,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,1,6
16,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,26,1691
17,supreme,6.0,2.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,1,4
18,test,4.0,1.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,3,6
19,.,,,,.,,,,,,,3,"We Americans of today , together with our allies , are passing through a period of supreme test .",6,6,,
1,It,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,4.0,4.0,-3.0,4,It is a test of our courage --,2,2,7,311
2,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,4,It is a test of our courage --,2,2,7,500
3,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,4,It is a test of our courage --,2,2,13,789
4,test,4.0,1.0,1.0,NN,root,2.0,2.0,2.0,2.0,-1.0,4,It is a test of our courage --,2,2,3,6
5,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,4,It is a test of our courage --,2,2,26,1691
6,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,4,It is a test of our courage --,2,2,14,904
7,courage,4.0,2.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,4,It is a test of our courage --,2,2,2,25
8,--,,,,:,,,,,,,4,It is a test of our courage --,2,2,,
1,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,5,of our resolve --,1,1,26,1691
2,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,5,of our resolve --,1,1,14,904
3,resolve,6.0,2.0,1.0,NN,root,1.0,1.0,1.0,1.0,0.0,5,of our resolve --,1,1,1,17
4,--,,,,:,,,,,,,5,of our resolve --,1,1,,
1,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,6,of our wisdom --,1,1,26,1691
2,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,6,of our wisdom --,1,1,14,904
3,wisdom,6.0,2.0,1.0,NN,root,1.0,1.0,1.0,1.0,0.0,6,of our wisdom --,1,1,1,11
4,--,,,,:,,,,,,,6,of our wisdom --,1,1,,
1,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,7,of our essential democracy .,1,1,26,1691
2,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,7,of our essential democracy .,1,1,14,904
3,essential,7.0,3.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,7,of our essential democracy .,1,1,1,9
4,democracy,9.0,4.0,1.0,NN,root,1.0,1.0,1.0,1.0,0.0,7,of our essential democracy .,1,1,2,50
5,.,,,,.,,,,,,,7,of our essential democracy .,1,1,,
1,If,2.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,8,If we meet that test --,3,3,3,63
2,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,8,If we meet that test --,3,3,26,1021
3,meet,3.0,1.0,1.0,VBP,root,2.0,2.0,2.0,2.0,-1.0,8,If we meet that test --,3,3,1,27
4,that,3.0,1.0,1.0,DT,det,3.0,3.0,2.0,3.0,-1.75,8,If we meet that test --,3,3,14,640
5,test,4.0,1.0,1.0,NN,dobj,1.0,1.0,1.0,1.0,0.0,8,If we meet that test --,3,3,3,6
6,--,,,,:,,,,,,,8,If we meet that test --,3,3,,
1,successfully,10.0,4.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,9,successfully and honorably --,0,0,1,2
2,and,3.0,1.0,1.0,CC,root,3.0,3.0,3.0,3.0,-2.0,9,successfully and honorably --,0,0,23,1549
3,honorably,7.0,4.0,1.0,RB,advmod,1.0,1.0,1.0,1.0,0.0,9,successfully and honorably --,0,0,1,4
4,--,,,,:,,,,,,,9,successfully and honorably --,0,0,,
1,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,26,1021
2,shall,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,7,64
3,perform,6.0,2.0,1.0,VB,root,2.0,2.0,2.0,2.0,-1.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,1,4
4,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,13,789
5,service,5.0,2.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,1,17
6,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,26,1691
7,historic,8.0,3.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,1,8
8,importance,9.0,3.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,1,1
9,which,3.0,1.0,1.0,WDT,ref,4.0,4.0,2.0,4.0,-2.5,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,6,112
10,men,3.0,1.0,1.0,NNS,nsubj,3.0,3.0,3.0,3.0,-2.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,4,60
11,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,23,1549
12,women,5.0,2.0,1.0,NNS,conj:and,3.0,3.0,3.0,3.0,-2.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,1,22
13,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,23,1549
14,children,7.0,2.0,1.0,NNS,conj:and,2.0,2.0,2.0,2.0,-1.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,1,33
15,will,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,7,330
16,honor,3.0,2.0,1.0,VB,acl:relcl,2.0,2.0,2.0,2.0,-1.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,1,16
17,throughout,5.0,2.0,1.0,IN,case,3.0,3.0,3.0,3.0,-2.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,1,9
18,all,2.0,1.0,1.0,DT,det,3.0,3.0,3.0,3.0,-2.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,6,255
19,time,3.0,1.0,1.0,NN,nmod:throughout,1.0,1.0,1.0,1.0,0.0,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,1,112
20,.,,,,.,,,,,,,10,we shall perform a service of historic importance which men and women and children will honor throughout all time .,6,5,,
1,As,2.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,6,240
2,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,4,213
3,stand,5.0,1.0,1.0,VBP,root,2.0,2.0,2.0,2.0,-1.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,1,28
4,here,3.0,1.0,1.0,RB,dobj,2.0,2.0,2.0,2.0,-1.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,1,42
5,today,4.0,2.0,1.0,NN,nmod:tmod,2.0,2.0,2.0,2.0,-1.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,4,83
6,",",,,,",",,,,,,,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,,
7,having,5.0,2.0,1.0,VBG,aux,3.0,3.0,3.0,3.0,-2.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,1,4
8,taken,5.0,2.0,1.0,VBN,advcl,2.0,2.0,2.0,2.0,-1.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,1,16
9,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,27,2261
10,solemn,5.0,2.0,1.0,NN,compound,3.0,3.0,3.0,3.0,-2.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,1,10
11,oath,2.0,1.0,1.0,NN,dobj,4.0,4.0,4.0,4.0,-3.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,1,22
12,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,26,1691
13,office,4.0,2.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,1,11
14,in,2.0,1.0,0.0,IN,case,3.0,3.0,2.0,3.0,-1.75,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,9,808
15,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,27,2261
16,presence,7.0,2.0,1.0,NN,nmod:in,2.0,2.0,2.0,2.0,-1.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,2,5
17,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,26,1691
18,my,2.0,1.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,4,93
19,fellow,4.0,2.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,2,46
20,countrymen,9.0,3.0,1.0,NNS,nmod:of,1.0,1.0,1.0,1.0,0.0,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,1,5
21,--,,,,:,,,,,,,11,"As I stand here today , having taken the solemn oath of office in the presence of my fellow countrymen --",6,5,,
1,in,2.0,1.0,0.0,IN,case,3.0,3.0,2.0,3.0,-1.75,12,in the presence of our God --,2,2,9,808
2,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,12,in the presence of our God --,2,2,27,2261
3,presence,7.0,2.0,1.0,NN,root,2.0,2.0,2.0,2.0,-1.0,12,in the presence of our God --,2,2,2,5
4,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,12,in the presence of our God --,2,2,26,1691
5,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,12,in the presence of our God --,2,2,14,904
6,God,3.0,1.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,12,in the presence of our God --,2,2,2,65
7,--,,,,:,,,,,,,12,in the presence of our God --,2,2,,
1,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,13,I know that it is America 's purpose that we shall not fail .,7,7,4,213
2,know,2.0,1.0,1.0,VBP,root,2.0,2.0,2.0,2.0,-1.0,13,I know that it is America 's purpose that we shall not fail .,7,7,1,78
3,that,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,13,I know that it is America 's purpose that we shall not fail .,7,7,14,640
4,it,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,4.0,4.0,-3.0,13,I know that it is America 's purpose that we shall not fail .,7,7,7,311
5,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,13,I know that it is America 's purpose that we shall not fail .,7,7,7,500
6,America,7.0,4.0,1.0,NNP,nmod:poss,3.0,3.0,3.0,3.0,-2.0,13,I know that it is America 's purpose that we shall not fail .,7,7,1,155
7,'s,2.0,1.0,1.0,POS,case,,,,,,13,I know that it is America 's purpose that we shall not fail .,7,7,1,156
8,purpose,5.0,2.0,1.0,NN,ccomp,2.0,2.0,2.0,2.0,-1.0,13,I know that it is America 's purpose that we shall not fail .,7,7,1,33
9,that,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,13,I know that it is America 's purpose that we shall not fail .,7,7,14,640
10,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,13,I know that it is America 's purpose that we shall not fail .,7,7,26,1021
11,shall,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,13,I know that it is America 's purpose that we shall not fail .,7,7,7,64
12,not,3.0,1.0,1.0,RB,neg,3.0,3.0,2.0,3.0,-1.75,13,I know that it is America 's purpose that we shall not fail .,7,7,7,339
13,fail,3.0,1.0,1.0,VB,ccomp,1.0,1.0,1.0,1.0,0.0,13,I know that it is America 's purpose that we shall not fail .,7,7,1,7
14,.,,,,.,,,,,,,13,I know that it is America 's purpose that we shall not fail .,7,7,,
1,In,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,9,808
2,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,27,2261
3,days,3.0,1.0,1.0,NNS,nmod:in,3.0,3.0,3.0,3.0,-2.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,2,15
4,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,23,1549
5,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,27,2261
6,years,4.0,1.0,1.0,NNS,conj:and,3.0,3.0,3.0,3.0,-2.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,1,55
7,that,3.0,1.0,1.0,WDT,ref,5.0,5.0,3.0,5.0,-3.5,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,14,640
8,are,2.0,1.0,1.0,VBP,acl:relcl,3.0,3.0,3.0,3.0,-2.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,2,310
9,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,16,1169
10,come,3.0,1.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,1,41
11,",",,,,",",,,,,,,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,,
12,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,26,1021
13,shall,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,7,64
14,work,3.0,1.0,1.0,VB,root,2.0,2.0,2.0,2.0,-1.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,2,83
15,for,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,7,447
16,a,1.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,13,789
17,just,4.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,14,"In the days and the years that are to come , we shall work for a just and honorable peace , a durable peace , as today we work and fight for total victory in war .",9,9,1,43
